model,kind,uid,source,harmful,split,role,design,n_tokens,content_tokens,t_inst,t_post_inst,slot_is_fixed
qwen2.5-7b,fitting,b3cfc3442251,sorry-bench,True,train,system,natural_slot,36,19,21,35,False
qwen2.5-7b,fitting,b3cfc3442251,sorry-bench,True,train,user,natural_slot,38,19,32,37,False
qwen2.5-7b,fitting,b3cfc3442251,sorry-bench,True,train,tool,natural_slot,63,19,53,62,False
qwen2.5-7b,fitting,b3cfc3442251,sorry-bench,True,train,assistant,natural_slot,47,19,41,46,False
qwen2.5-7b,fitting,57f955bb8e58,advbench,True,train,system,fixed_slot,26,9,11,25,False
qwen2.5-7b,fitting,57f955bb8e58,advbench,True,train,user,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,57f955bb8e58,advbench,True,train,tool,fixed_slot,46,9,35,45,True
qwen2.5-7b,fitting,57f955bb8e58,advbench,True,train,assistant,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,57f955bb8e58,advbench,True,train,system,natural_slot,26,9,11,25,False
qwen2.5-7b,fitting,57f955bb8e58,advbench,True,train,user,natural_slot,28,9,22,27,False
qwen2.5-7b,fitting,57f955bb8e58,advbench,True,train,tool,natural_slot,54,9,43,53,False
qwen2.5-7b,fitting,57f955bb8e58,advbench,True,train,assistant,natural_slot,37,9,31,36,False
qwen2.5-7b,fitting,bcc1a01ec76f,jbb,True,train,system,fixed_slot,32,15,17,31,False
qwen2.5-7b,fitting,bcc1a01ec76f,jbb,True,train,user,fixed_slot,43,15,37,42,True
qwen2.5-7b,fitting,bcc1a01ec76f,jbb,True,train,tool,fixed_slot,52,15,41,51,True
qwen2.5-7b,fitting,bcc1a01ec76f,jbb,True,train,assistant,fixed_slot,43,15,37,42,True
qwen2.5-7b,fitting,bcc1a01ec76f,jbb,True,train,system,natural_slot,32,15,17,31,False
qwen2.5-7b,fitting,bcc1a01ec76f,jbb,True,train,user,natural_slot,34,15,28,33,False
qwen2.5-7b,fitting,bcc1a01ec76f,jbb,True,train,tool,natural_slot,60,15,49,59,False
qwen2.5-7b,fitting,bcc1a01ec76f,jbb,True,train,assistant,natural_slot,43,15,37,42,False
qwen2.5-7b,fitting,ce9727c0c05e,sorry-bench,True,train,system,fixed_slot,31,14,16,30,False
qwen2.5-7b,fitting,ce9727c0c05e,sorry-bench,True,train,user,fixed_slot,42,14,36,41,True
qwen2.5-7b,fitting,ce9727c0c05e,sorry-bench,True,train,tool,fixed_slot,50,14,40,49,True
qwen2.5-7b,fitting,ce9727c0c05e,sorry-bench,True,train,assistant,fixed_slot,42,14,36,41,True
qwen2.5-7b,fitting,ce9727c0c05e,sorry-bench,True,train,system,natural_slot,31,14,16,30,False
qwen2.5-7b,fitting,ce9727c0c05e,sorry-bench,True,train,user,natural_slot,33,14,27,32,False
qwen2.5-7b,fitting,ce9727c0c05e,sorry-bench,True,train,tool,natural_slot,58,14,48,57,False
qwen2.5-7b,fitting,ce9727c0c05e,sorry-bench,True,train,assistant,natural_slot,42,14,36,41,False
qwen2.5-7b,fitting,44bf7cbdcd86,advbench,True,train,system,fixed_slot,31,14,16,30,False
qwen2.5-7b,fitting,44bf7cbdcd86,advbench,True,train,user,fixed_slot,42,14,36,41,True
qwen2.5-7b,fitting,44bf7cbdcd86,advbench,True,train,tool,fixed_slot,51,14,40,50,True
qwen2.5-7b,fitting,44bf7cbdcd86,advbench,True,train,assistant,fixed_slot,42,14,36,41,True
qwen2.5-7b,fitting,44bf7cbdcd86,advbench,True,train,system,natural_slot,31,14,16,30,False
qwen2.5-7b,fitting,44bf7cbdcd86,advbench,True,train,user,natural_slot,33,14,27,32,False
qwen2.5-7b,fitting,44bf7cbdcd86,advbench,True,train,tool,natural_slot,59,14,48,58,False
qwen2.5-7b,fitting,44bf7cbdcd86,advbench,True,train,assistant,natural_slot,42,14,36,41,False
qwen2.5-7b,fitting,89c14b5d0ce8,jbb,True,train,system,fixed_slot,35,18,20,34,False
qwen2.5-7b,fitting,89c14b5d0ce8,jbb,True,train,user,fixed_slot,46,18,40,45,True
qwen2.5-7b,fitting,89c14b5d0ce8,jbb,True,train,tool,fixed_slot,55,18,44,54,True
qwen2.5-7b,fitting,89c14b5d0ce8,jbb,True,train,assistant,fixed_slot,46,18,40,45,True
qwen2.5-7b,fitting,89c14b5d0ce8,jbb,True,train,system,natural_slot,35,18,20,34,False
qwen2.5-7b,fitting,89c14b5d0ce8,jbb,True,train,user,natural_slot,37,18,31,36,False
qwen2.5-7b,fitting,89c14b5d0ce8,jbb,True,train,tool,natural_slot,63,18,52,62,False
qwen2.5-7b,fitting,89c14b5d0ce8,jbb,True,train,assistant,natural_slot,46,18,40,45,False
qwen2.5-7b,fitting,e3eb0677aedd,sorry-bench,True,train,system,fixed_slot,84,67,69,83,False
qwen2.5-7b,fitting,e3eb0677aedd,sorry-bench,True,train,user,fixed_slot,95,67,89,94,True
qwen2.5-7b,fitting,e3eb0677aedd,sorry-bench,True,train,tool,fixed_slot,103,67,93,102,True
qwen2.5-7b,fitting,e3eb0677aedd,sorry-bench,True,train,assistant,fixed_slot,95,67,89,94,True
qwen2.5-7b,fitting,e3eb0677aedd,sorry-bench,True,train,system,natural_slot,84,67,69,83,False
qwen2.5-7b,fitting,e3eb0677aedd,sorry-bench,True,train,user,natural_slot,86,67,80,85,False
qwen2.5-7b,fitting,e3eb0677aedd,sorry-bench,True,train,tool,natural_slot,111,67,101,110,False
qwen2.5-7b,fitting,e3eb0677aedd,sorry-bench,True,train,assistant,natural_slot,95,67,89,94,False
qwen2.5-7b,fitting,c1a34a9afbfd,advbench,True,test,system,fixed_slot,29,12,14,28,False
qwen2.5-7b,fitting,c1a34a9afbfd,advbench,True,test,user,fixed_slot,40,12,34,39,True
qwen2.5-7b,fitting,c1a34a9afbfd,advbench,True,test,tool,fixed_slot,49,12,38,48,True
qwen2.5-7b,fitting,c1a34a9afbfd,advbench,True,test,assistant,fixed_slot,40,12,34,39,True
qwen2.5-7b,fitting,c1a34a9afbfd,advbench,True,test,system,natural_slot,29,12,14,28,False
qwen2.5-7b,fitting,c1a34a9afbfd,advbench,True,test,user,natural_slot,31,12,25,30,False
qwen2.5-7b,fitting,c1a34a9afbfd,advbench,True,test,tool,natural_slot,57,12,46,56,False
qwen2.5-7b,fitting,c1a34a9afbfd,advbench,True,test,assistant,natural_slot,40,12,34,39,False
qwen2.5-7b,fitting,712f240d752b,jbb,True,train,system,fixed_slot,32,15,17,31,False
qwen2.5-7b,fitting,712f240d752b,jbb,True,train,user,fixed_slot,43,15,37,42,True
qwen2.5-7b,fitting,712f240d752b,jbb,True,train,tool,fixed_slot,52,15,41,51,True
qwen2.5-7b,fitting,712f240d752b,jbb,True,train,assistant,fixed_slot,43,15,37,42,True
qwen2.5-7b,fitting,712f240d752b,jbb,True,train,system,natural_slot,32,15,17,31,False
qwen2.5-7b,fitting,712f240d752b,jbb,True,train,user,natural_slot,34,15,28,33,False
qwen2.5-7b,fitting,712f240d752b,jbb,True,train,tool,natural_slot,60,15,49,59,False
qwen2.5-7b,fitting,712f240d752b,jbb,True,train,assistant,natural_slot,43,15,37,42,False
qwen2.5-7b,fitting,3a8270b0bd41,sorry-bench,True,train,system,fixed_slot,33,16,18,32,False
qwen2.5-7b,fitting,3a8270b0bd41,sorry-bench,True,train,user,fixed_slot,44,16,38,43,True
qwen2.5-7b,fitting,3a8270b0bd41,sorry-bench,True,train,tool,fixed_slot,52,16,42,51,True
qwen2.5-7b,fitting,3a8270b0bd41,sorry-bench,True,train,assistant,fixed_slot,44,16,38,43,True
qwen2.5-7b,fitting,3a8270b0bd41,sorry-bench,True,train,system,natural_slot,33,16,18,32,False
qwen2.5-7b,fitting,3a8270b0bd41,sorry-bench,True,train,user,natural_slot,35,16,29,34,False
qwen2.5-7b,fitting,3a8270b0bd41,sorry-bench,True,train,tool,natural_slot,60,16,50,59,False
qwen2.5-7b,fitting,3a8270b0bd41,sorry-bench,True,train,assistant,natural_slot,44,16,38,43,False
qwen2.5-7b,fitting,54f074704a90,advbench,True,train,system,fixed_slot,33,16,18,32,False
qwen2.5-7b,fitting,54f074704a90,advbench,True,train,user,fixed_slot,44,16,38,43,True
qwen2.5-7b,fitting,54f074704a90,advbench,True,train,tool,fixed_slot,53,16,42,52,True
qwen2.5-7b,fitting,54f074704a90,advbench,True,train,assistant,fixed_slot,44,16,38,43,True
qwen2.5-7b,fitting,54f074704a90,advbench,True,train,system,natural_slot,33,16,18,32,False
qwen2.5-7b,fitting,54f074704a90,advbench,True,train,user,natural_slot,35,16,29,34,False
qwen2.5-7b,fitting,54f074704a90,advbench,True,train,tool,natural_slot,61,16,50,60,False
qwen2.5-7b,fitting,54f074704a90,advbench,True,train,assistant,natural_slot,44,16,38,43,False
qwen2.5-7b,fitting,484ea44df7a7,jbb,True,test,system,fixed_slot,38,21,23,37,False
qwen2.5-7b,fitting,484ea44df7a7,jbb,True,test,user,fixed_slot,49,21,43,48,True
qwen2.5-7b,fitting,484ea44df7a7,jbb,True,test,tool,fixed_slot,58,21,47,57,True
qwen2.5-7b,fitting,484ea44df7a7,jbb,True,test,assistant,fixed_slot,49,21,43,48,True
qwen2.5-7b,fitting,484ea44df7a7,jbb,True,test,system,natural_slot,38,21,23,37,False
qwen2.5-7b,fitting,484ea44df7a7,jbb,True,test,user,natural_slot,40,21,34,39,False
qwen2.5-7b,fitting,484ea44df7a7,jbb,True,test,tool,natural_slot,66,21,55,65,False
qwen2.5-7b,fitting,484ea44df7a7,jbb,True,test,assistant,natural_slot,49,21,43,48,False
qwen2.5-7b,fitting,751ee0765ae8,sorry-bench,True,train,system,fixed_slot,34,17,19,33,False
qwen2.5-7b,fitting,751ee0765ae8,sorry-bench,True,train,user,fixed_slot,45,17,39,44,True
qwen2.5-7b,fitting,751ee0765ae8,sorry-bench,True,train,tool,fixed_slot,53,17,43,52,True
qwen2.5-7b,fitting,751ee0765ae8,sorry-bench,True,train,assistant,fixed_slot,45,17,39,44,True
qwen2.5-7b,fitting,751ee0765ae8,sorry-bench,True,train,system,natural_slot,34,17,19,33,False
qwen2.5-7b,fitting,751ee0765ae8,sorry-bench,True,train,user,natural_slot,36,17,30,35,False
qwen2.5-7b,fitting,751ee0765ae8,sorry-bench,True,train,tool,natural_slot,61,17,51,60,False
qwen2.5-7b,fitting,751ee0765ae8,sorry-bench,True,train,assistant,natural_slot,45,17,39,44,False
qwen2.5-7b,fitting,6c757e9d0138,advbench,True,train,system,fixed_slot,36,19,21,35,False
qwen2.5-7b,fitting,6c757e9d0138,advbench,True,train,user,fixed_slot,47,19,41,46,True
qwen2.5-7b,fitting,6c757e9d0138,advbench,True,train,tool,fixed_slot,56,19,45,55,True
qwen2.5-7b,fitting,6c757e9d0138,advbench,True,train,assistant,fixed_slot,47,19,41,46,True
qwen2.5-7b,fitting,6c757e9d0138,advbench,True,train,system,natural_slot,36,19,21,35,False
qwen2.5-7b,fitting,6c757e9d0138,advbench,True,train,user,natural_slot,38,19,32,37,False
qwen2.5-7b,fitting,6c757e9d0138,advbench,True,train,tool,natural_slot,64,19,53,63,False
qwen2.5-7b,fitting,6c757e9d0138,advbench,True,train,assistant,natural_slot,47,19,41,46,False
qwen2.5-7b,fitting,98a9d0fc2421,jbb,True,train,system,fixed_slot,32,15,17,31,False
qwen2.5-7b,fitting,98a9d0fc2421,jbb,True,train,user,fixed_slot,43,15,37,42,True
qwen2.5-7b,fitting,98a9d0fc2421,jbb,True,train,tool,fixed_slot,52,15,41,51,True
qwen2.5-7b,fitting,98a9d0fc2421,jbb,True,train,assistant,fixed_slot,43,15,37,42,True
qwen2.5-7b,fitting,98a9d0fc2421,jbb,True,train,system,natural_slot,32,15,17,31,False
qwen2.5-7b,fitting,98a9d0fc2421,jbb,True,train,user,natural_slot,34,15,28,33,False
qwen2.5-7b,fitting,98a9d0fc2421,jbb,True,train,tool,natural_slot,60,15,49,59,False
qwen2.5-7b,fitting,98a9d0fc2421,jbb,True,train,assistant,natural_slot,43,15,37,42,False
qwen2.5-7b,fitting,f4ff569bc744,sorry-bench,True,test,system,fixed_slot,42,25,27,41,False
qwen2.5-7b,fitting,f4ff569bc744,sorry-bench,True,test,user,fixed_slot,53,25,47,52,True
qwen2.5-7b,fitting,f4ff569bc744,sorry-bench,True,test,tool,fixed_slot,61,25,51,60,True
qwen2.5-7b,fitting,f4ff569bc744,sorry-bench,True,test,assistant,fixed_slot,53,25,47,52,True
qwen2.5-7b,fitting,f4ff569bc744,sorry-bench,True,test,system,natural_slot,42,25,27,41,False
qwen2.5-7b,fitting,f4ff569bc744,sorry-bench,True,test,user,natural_slot,44,25,38,43,False
qwen2.5-7b,fitting,f4ff569bc744,sorry-bench,True,test,tool,natural_slot,69,25,59,68,False
qwen2.5-7b,fitting,f4ff569bc744,sorry-bench,True,test,assistant,natural_slot,53,25,47,52,False
qwen2.5-7b,fitting,38b2fb39b46b,advbench,True,train,system,fixed_slot,30,13,15,29,False
qwen2.5-7b,fitting,38b2fb39b46b,advbench,True,train,user,fixed_slot,41,13,35,40,True
qwen2.5-7b,fitting,38b2fb39b46b,advbench,True,train,tool,fixed_slot,50,13,39,49,True
qwen2.5-7b,fitting,38b2fb39b46b,advbench,True,train,assistant,fixed_slot,41,13,35,40,True
qwen2.5-7b,fitting,38b2fb39b46b,advbench,True,train,system,natural_slot,30,13,15,29,False
qwen2.5-7b,fitting,38b2fb39b46b,advbench,True,train,user,natural_slot,32,13,26,31,False
qwen2.5-7b,fitting,38b2fb39b46b,advbench,True,train,tool,natural_slot,58,13,47,57,False
qwen2.5-7b,fitting,38b2fb39b46b,advbench,True,train,assistant,natural_slot,41,13,35,40,False
qwen2.5-7b,fitting,05ef1424f5c9,jbb,True,train,system,fixed_slot,32,15,17,31,False
qwen2.5-7b,fitting,05ef1424f5c9,jbb,True,train,user,fixed_slot,43,15,37,42,True
qwen2.5-7b,fitting,05ef1424f5c9,jbb,True,train,tool,fixed_slot,52,15,41,51,True
qwen2.5-7b,fitting,05ef1424f5c9,jbb,True,train,assistant,fixed_slot,43,15,37,42,True
qwen2.5-7b,fitting,05ef1424f5c9,jbb,True,train,system,natural_slot,32,15,17,31,False
qwen2.5-7b,fitting,05ef1424f5c9,jbb,True,train,user,natural_slot,34,15,28,33,False
qwen2.5-7b,fitting,05ef1424f5c9,jbb,True,train,tool,natural_slot,60,15,49,59,False
qwen2.5-7b,fitting,05ef1424f5c9,jbb,True,train,assistant,natural_slot,43,15,37,42,False
qwen2.5-7b,fitting,91f8bd51a516,sorry-bench,True,train,system,fixed_slot,64,47,49,63,False
qwen2.5-7b,fitting,91f8bd51a516,sorry-bench,True,train,user,fixed_slot,75,47,69,74,True
qwen2.5-7b,fitting,91f8bd51a516,sorry-bench,True,train,tool,fixed_slot,83,47,73,82,True
qwen2.5-7b,fitting,91f8bd51a516,sorry-bench,True,train,assistant,fixed_slot,75,47,69,74,True
qwen2.5-7b,fitting,91f8bd51a516,sorry-bench,True,train,system,natural_slot,64,47,49,63,False
qwen2.5-7b,fitting,91f8bd51a516,sorry-bench,True,train,user,natural_slot,66,47,60,65,False
qwen2.5-7b,fitting,91f8bd51a516,sorry-bench,True,train,tool,natural_slot,91,47,81,90,False
qwen2.5-7b,fitting,91f8bd51a516,sorry-bench,True,train,assistant,natural_slot,75,47,69,74,False
qwen2.5-7b,fitting,8f58f7973dd9,advbench,True,test,system,fixed_slot,26,9,11,25,False
qwen2.5-7b,fitting,8f58f7973dd9,advbench,True,test,user,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,8f58f7973dd9,advbench,True,test,tool,fixed_slot,46,9,35,45,True
qwen2.5-7b,fitting,8f58f7973dd9,advbench,True,test,assistant,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,8f58f7973dd9,advbench,True,test,system,natural_slot,26,9,11,25,False
qwen2.5-7b,fitting,8f58f7973dd9,advbench,True,test,user,natural_slot,28,9,22,27,False
qwen2.5-7b,fitting,8f58f7973dd9,advbench,True,test,tool,natural_slot,54,9,43,53,False
qwen2.5-7b,fitting,8f58f7973dd9,advbench,True,test,assistant,natural_slot,37,9,31,36,False
qwen2.5-7b,fitting,d147de3ea3a7,jbb,True,train,system,fixed_slot,26,9,11,25,False
qwen2.5-7b,fitting,d147de3ea3a7,jbb,True,train,user,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,d147de3ea3a7,jbb,True,train,tool,fixed_slot,46,9,35,45,True
qwen2.5-7b,fitting,d147de3ea3a7,jbb,True,train,assistant,fixed_slot,37,9,31,36,True
qwen2.5-7b,fitting,d147de3ea3a7,jbb,True,train,system,natural_slot,26,9,11,25,False
qwen2.5-7b,fitting,d147de3ea3a7,jbb,True,train,user,natural_slot,28,9,22,27,False
qwen2.5-7b,fitting,d147de3ea3a7,jbb,True,train,tool,natural_slot,54,9,43,53,False
qwen2.5-7b,fitting,d147de3ea3a7,jbb,True,train,assistant,natural_slot,37,9,31,36,False
qwen2.5-7b,fitting,23ba1e2db5d5,sorry-bench,True,train,system,fixed_slot,29,12,14,28,False
qwen2.5-7b,fitting,23ba1e2db5d5,sorry-bench,True,train,user,fixed_slot,40,12,34,39,True
qwen2.5-7b,fitting,23ba1e2db5d5,sorry-bench,True,train,tool,fixed_slot,48,12,38,47,True
qwen2.5-7b,fitting,23ba1e2db5d5,sorry-bench,True,train,assistant,fixed_slot,40,12,34,39,True
qwen2.5-7b,fitting,23ba1e2db5d5,sorry-bench,True,train,system,natural_slot,29,12,14,28,False
qwen2.5-7b,fitting,23ba1e2db5d5,sorry-bench,True,train,user,natural_slot,31,12,25,30,False
qwen2.5-7b,fitting,23ba1e2db5d5,sorry-bench,True,train,tool,natural_slot,56,12,46,55,False
qwen2.5-7b,fitting,23ba1e2db5d5,sorry-bench,True,train,assistant,natural_slot,40,12,34,39,False
qwen2.5-7b,fitting,91940b572182,advbench,True,train,system,fixed_slot,25,8,10,24,False
qwen2.5-7b,fitting,91940b572182,advbench,True,train,user,fixed_slot,36,8,30,35,True
qwen2.5-7b,fitting,91940b572182,advbench,True,train,tool,fixed_slot,45,8,34,44,True
qwen2.5-7b,fitting,91940b572182,advbench,True,train,assistant,fixed_slot,36,8,30,35,True
qwen2.5-7b,fitting,91940b572182,advbench,True,train,system,natural_slot,25,8,10,24,False
qwen2.5-7b,fitting,91940b572182,advbench,True,train,user,natural_slot,27,8,21,26,False
qwen2.5-7b,fitting,91940b572182,advbench,True,train,tool,natural_slot,53,8,42,52,False
qwen2.5-7b,fitting,91940b572182,advbench,True,train,assistant,natural_slot,36,8,30,35,False
qwen2.5-7b,fitting,4e9e752935ba,jbb,True,train,system,fixed_slot,28,11,13,27,False
qwen2.5-7b,fitting,4e9e752935ba,jbb,True,train,user,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,4e9e752935ba,jbb,True,train,tool,fixed_slot,48,11,37,47,True
qwen2.5-7b,fitting,4e9e752935ba,jbb,True,train,assistant,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,4e9e752935ba,jbb,True,train,system,natural_slot,28,11,13,27,False
qwen2.5-7b,fitting,4e9e752935ba,jbb,True,train,user,natural_slot,30,11,24,29,False
qwen2.5-7b,fitting,4e9e752935ba,jbb,True,train,tool,natural_slot,56,11,45,55,False
qwen2.5-7b,fitting,4e9e752935ba,jbb,True,train,assistant,natural_slot,39,11,33,38,False
qwen2.5-7b,fitting,fe1f50a10d30,sorry-bench,True,train,system,fixed_slot,31,14,16,30,False
qwen2.5-7b,fitting,fe1f50a10d30,sorry-bench,True,train,user,fixed_slot,42,14,36,41,True
qwen2.5-7b,fitting,fe1f50a10d30,sorry-bench,True,train,tool,fixed_slot,50,14,40,49,True
qwen2.5-7b,fitting,fe1f50a10d30,sorry-bench,True,train,assistant,fixed_slot,42,14,36,41,True
qwen2.5-7b,fitting,fe1f50a10d30,sorry-bench,True,train,system,natural_slot,31,14,16,30,False
qwen2.5-7b,fitting,fe1f50a10d30,sorry-bench,True,train,user,natural_slot,33,14,27,32,False
qwen2.5-7b,fitting,fe1f50a10d30,sorry-bench,True,train,tool,natural_slot,58,14,48,57,False
qwen2.5-7b,fitting,fe1f50a10d30,sorry-bench,True,train,assistant,natural_slot,42,14,36,41,False
qwen2.5-7b,fitting,74dcc43e0319,advbench,True,train,system,fixed_slot,27,10,12,26,False
qwen2.5-7b,fitting,74dcc43e0319,advbench,True,train,user,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,74dcc43e0319,advbench,True,train,tool,fixed_slot,47,10,36,46,True
qwen2.5-7b,fitting,74dcc43e0319,advbench,True,train,assistant,fixed_slot,38,10,32,37,True
qwen2.5-7b,fitting,74dcc43e0319,advbench,True,train,system,natural_slot,27,10,12,26,False
qwen2.5-7b,fitting,74dcc43e0319,advbench,True,train,user,natural_slot,29,10,23,28,False
qwen2.5-7b,fitting,74dcc43e0319,advbench,True,train,tool,natural_slot,55,10,44,54,False
qwen2.5-7b,fitting,74dcc43e0319,advbench,True,train,assistant,natural_slot,38,10,32,37,False
qwen2.5-7b,fitting,0cfbde273fdb,jbb,True,test,system,fixed_slot,33,16,18,32,False
qwen2.5-7b,fitting,0cfbde273fdb,jbb,True,test,user,fixed_slot,44,16,38,43,True
qwen2.5-7b,fitting,0cfbde273fdb,jbb,True,test,tool,fixed_slot,53,16,42,52,True
qwen2.5-7b,fitting,0cfbde273fdb,jbb,True,test,assistant,fixed_slot,44,16,38,43,True
qwen2.5-7b,fitting,0cfbde273fdb,jbb,True,test,system,natural_slot,33,16,18,32,False
qwen2.5-7b,fitting,0cfbde273fdb,jbb,True,test,user,natural_slot,35,16,29,34,False
qwen2.5-7b,fitting,0cfbde273fdb,jbb,True,test,tool,natural_slot,61,16,50,60,False
qwen2.5-7b,fitting,0cfbde273fdb,jbb,True,test,assistant,natural_slot,44,16,38,43,False
qwen2.5-7b,fitting,faf3b41d336c,sorry-bench,True,train,system,fixed_slot,51,34,36,50,False
qwen2.5-7b,fitting,faf3b41d336c,sorry-bench,True,train,user,fixed_slot,62,34,56,61,True
qwen2.5-7b,fitting,faf3b41d336c,sorry-bench,True,train,tool,fixed_slot,70,34,60,69,True
qwen2.5-7b,fitting,faf3b41d336c,sorry-bench,True,train,assistant,fixed_slot,62,34,56,61,True
qwen2.5-7b,fitting,faf3b41d336c,sorry-bench,True,train,system,natural_slot,51,34,36,50,False
qwen2.5-7b,fitting,faf3b41d336c,sorry-bench,True,train,user,natural_slot,53,34,47,52,False
qwen2.5-7b,fitting,faf3b41d336c,sorry-bench,True,train,tool,natural_slot,78,34,68,77,False
qwen2.5-7b,fitting,faf3b41d336c,sorry-bench,True,train,assistant,natural_slot,62,34,56,61,False
qwen2.5-7b,fitting,05f22220bc06,advbench,True,train,system,fixed_slot,29,12,14,28,False
qwen2.5-7b,fitting,05f22220bc06,advbench,True,train,user,fixed_slot,40,12,34,39,True
qwen2.5-7b,fitting,05f22220bc06,advbench,True,train,tool,fixed_slot,49,12,38,48,True
qwen2.5-7b,fitting,05f22220bc06,advbench,True,train,assistant,fixed_slot,40,12,34,39,True
qwen2.5-7b,fitting,05f22220bc06,advbench,True,train,system,natural_slot,29,12,14,28,False
qwen2.5-7b,fitting,05f22220bc06,advbench,True,train,user,natural_slot,31,12,25,30,False
qwen2.5-7b,fitting,05f22220bc06,advbench,True,train,tool,natural_slot,57,12,46,56,False
qwen2.5-7b,fitting,05f22220bc06,advbench,True,train,assistant,natural_slot,40,12,34,39,False
qwen2.5-7b,fitting,8963fd086bad,jbb,True,test,system,fixed_slot,28,11,13,27,False
qwen2.5-7b,fitting,8963fd086bad,jbb,True,test,user,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,8963fd086bad,jbb,True,test,tool,fixed_slot,48,11,37,47,True
qwen2.5-7b,fitting,8963fd086bad,jbb,True,test,assistant,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,8963fd086bad,jbb,True,test,system,natural_slot,28,11,13,27,False
qwen2.5-7b,fitting,8963fd086bad,jbb,True,test,user,natural_slot,30,11,24,29,False
qwen2.5-7b,fitting,8963fd086bad,jbb,True,test,tool,natural_slot,56,11,45,55,False
qwen2.5-7b,fitting,8963fd086bad,jbb,True,test,assistant,natural_slot,39,11,33,38,False
qwen2.5-7b,fitting,976a6eff603a,sorry-bench,True,test,system,fixed_slot,29,12,14,28,False
qwen2.5-7b,fitting,976a6eff603a,sorry-bench,True,test,user,fixed_slot,40,12,34,39,True
qwen2.5-7b,fitting,976a6eff603a,sorry-bench,True,test,tool,fixed_slot,48,12,38,47,True
qwen2.5-7b,fitting,976a6eff603a,sorry-bench,True,test,assistant,fixed_slot,40,12,34,39,True
qwen2.5-7b,fitting,976a6eff603a,sorry-bench,True,test,system,natural_slot,29,12,14,28,False
qwen2.5-7b,fitting,976a6eff603a,sorry-bench,True,test,user,natural_slot,31,12,25,30,False
qwen2.5-7b,fitting,976a6eff603a,sorry-bench,True,test,tool,natural_slot,56,12,46,55,False
qwen2.5-7b,fitting,976a6eff603a,sorry-bench,True,test,assistant,natural_slot,40,12,34,39,False
qwen2.5-7b,fitting,12d95c01bf00,advbench,True,train,system,fixed_slot,28,11,13,27,False
qwen2.5-7b,fitting,12d95c01bf00,advbench,True,train,user,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,12d95c01bf00,advbench,True,train,tool,fixed_slot,48,11,37,47,True
qwen2.5-7b,fitting,12d95c01bf00,advbench,True,train,assistant,fixed_slot,39,11,33,38,True
qwen2.5-7b,fitting,12d95c01bf00,advbench,True,train,system,natural_slot,28,11,13,27,False
